sample_id	pathway_id	pathway_name	annotated_pathway_ko_count	observed_kos	total_kos	completeness_pct	matched_observed_kos	matched_ko_count_sum
13A	map04614	Renin-angiotensin system	114	2	22	9.09	2	57
47A	map00071	Fatty acid degradation	114	13	60	21.67	13	57
49A	map00565	Ether lipid metabolism	114	7	31	22.58	7	57
49A	map00624	Polycyclic aromatic hydrocarbon degradation	114	4	43	9.3	4	57
1A	map00930	Caprolactam degradation	112	8	22	36.36	8	56
1A	map00440	Phosphonate and phosphinate metabolism	112	11	47	23.4	11	56
13A	map00624	Polycyclic aromatic hydrocarbon degradation	112	9	43	20.93	9	56
13A	map05340	Primary immunodeficiency	112	3	37	8.11	3	56
13A	map01051	Biosynthesis of ansamycins	112	2	32	6.25	2	56
42A	map05340	Primary immunodeficiency	112	2	37	5.41	2	56
46A	map00592	alpha-Linolenic acid metabolism	112	4	26	15.38	4	56
46A	map04920	Adipocytokine signaling pathway	112	4	54	7.41	4	56
47A	map00604	Glycosphingolipid biosynthesis - ganglio series	112	1	14	7.14	1	56
49A	map00621	Dioxin degradation	112	5	31	16.13	5	56
49A	map00332	Carbapenem biosynthesis	112	2	21	9.52	2	56
3A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	110	2	58	3.45	2	55
13A	map00791	Atrazine degradation	110	9	20	45	9	55
13A	map00531	Glycosaminoglycan degradation	110	5	15	33.33	5	55
42A	map04080	Neuroactive ligand-receptor interaction	110	3	332	0.9	3	55
46A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	110	3	58	5.17	3	55
1A	map00525	Acarbose and validamycin biosynthesis	108	2	27	7.41	2	54
3A	map00401	Novobiocin biosynthesis	108	6	30	20	6	54
3A	map00565	Ether lipid metabolism	108	6	31	19.35	6	54
3A	map04080	Neuroactive ligand-receptor interaction	108	2	332	0.6	2	54
5A	map00621	Dioxin degradation	108	4	31	12.9	4	54
14A	map00603	Glycosphingolipid biosynthesis - globo and isoglobo series	108	3	16	18.75	3	54
14A	map05142	Chagas disease	108	4	85	4.71	4	54
49A	map04216	Ferroptosis	108	3	33	9.09	3	54
3A	map04979	Cholesterol metabolism	106	1	51	1.96	1	53
14A	map00566	Sulfoquinovose metabolism	106	16	49	32.65	16	53
14A	map00621	Dioxin degradation	106	6	31	19.35	6	53
14A	map04614	Renin-angiotensin system	106	2	22	9.09	2	53
42A	map00930	Caprolactam degradation	106	8	22	36.36	8	53
42A	map00621	Dioxin degradation	106	6	31	19.35	6	53
42A	map00604	Glycosphingolipid biosynthesis - ganglio series	106	1	14	7.14	1	53
42A	map04979	Cholesterol metabolism	106	1	51	1.96	1	53
42A	map00513	Various types of N-glycan biosynthesis	106	1	56	1.79	1	53
1A	map05170	Human immunodeficiency virus 1 infection	104	3	164	1.83	3	52
3A	map04210	Apoptosis	104	3	112	2.68	3	52
3A	map05131	Shigellosis	104	3	204	1.47	3	52
5A	map02060	Phosphotransferase system (PTS)	104	5	72	6.94	5	52
13A	map00566	Sulfoquinovose metabolism	104	14	49	28.57	14	52
14A	map04820	Cytoskeleton in muscle cells	104	1	156	0.64	1	52
46A	map03040	Spliceosome	104	45	135	33.33	45	52
46A	map04723	Retrograde endocannabinoid signaling	104	16	119	13.45	16	52
47A	map01054	Nonribosomal peptide structures	104	1	66	1.52	1	52
3A	map00592	alpha-Linolenic acid metabolism	102	4	26	15.38	4	51
46A	map00590	Arachidonic acid metabolism	102	4	51	7.84	4	51
49A	map04382	Cornified envelope formation	102	5	88	5.68	5	51
1A	map04723	Retrograde endocannabinoid signaling	100	8	119	6.72	8	50
1A	map05169	Epstein-Barr virus infection	100	3	173	1.73	3	50
1A	map05161	Hepatitis B	100	2	132	1.52	2	50
13A	map00946	Degradation of flavonoids	100	4	21	19.05	4	50
13A	map04920	Adipocytokine signaling pathway	100	2	54	3.7	2	50
42A	map00523	Polyketide sugar unit biosynthesis	100	4	59	6.78	4	50
46A	map00591	Linoleic acid metabolism	100	3	27	11.11	3	50
46A	map00624	Polycyclic aromatic hydrocarbon degradation	100	3	43	6.98	3	50
47A	map04080	Neuroactive ligand-receptor interaction	100	3	332	0.9	3	50
49A	map04723	Retrograde endocannabinoid signaling	100	11	119	9.24	11	50
49A	map04138	Autophagy - yeast	100	6	82	7.32	6	50
1A	map05416	Viral myocarditis	98	2	47	4.26	2	49
1A	map05222	Small cell lung cancer	98	2	74	2.7	2	49
5A	map00633	Nitrotoluene degradation	98	12	23	52.17	12	49
5A	map00984	Steroid degradation	98	16	43	37.21	16	49
5A	map04723	Retrograde endocannabinoid signaling	98	7	119	5.88	7	49
13A	map04382	Cornified envelope formation	98	5	88	5.68	5	49
14A	map00565	Ether lipid metabolism	98	7	31	22.58	7	49
14A	map04964	Proximal tubule bicarbonate reclamation	98	3	14	21.43	3	49
47A	map00624	Polycyclic aromatic hydrocarbon degradation	98	3	43	6.98	3	49
1A	map04215	Apoptosis - multiple species	96	1	40	2.5	1	48
1A	map04115	p53 signaling pathway	96	1	69	1.45	1	48
1A	map05210	Colorectal cancer	96	1	72	1.39	1	48
1A	map05145	Toxoplasmosis	96	1	95	1.05	1	48
1A	map05160	Hepatitis C	96	1	109	0.92	1	48
1A	map05162	Measles	96	1	114	0.88	1	48
1A	map05164	Influenza A	96	1	128	0.78	1	48
1A	map05168	Herpes simplex virus 1 infection	96	1	147	0.68	1	48
1A	map05167	Kaposi sarcoma-associated herpesvirus infection	96	1	168	0.6	1	48
1A	map05163	Human cytomegalovirus infection	96	1	193	0.52	1	48
5A	map00624	Polycyclic aromatic hydrocarbon degradation	96	4	43	9.3	4	48
5A	map01054	Nonribosomal peptide structures	96	1	66	1.52	1	48
13A	map00565	Ether lipid metabolism	96	7	31	22.58	7	48
13A	map04924	Renin secretion	96	1	50	2	1	48
13A	map04917	Prolactin signaling pathway	96	1	57	1.75	1	48
13A	map05410	Hypertrophic cardiomyopathy	96	1	87	1.15	1	48
46A	map00966	Glucosinolate biosynthesis	96	2	21	9.52	2	48
46A	map04820	Cytoskeleton in muscle cells	96	3	156	1.92	3	48
49A	map00965	Betalain biosynthesis	96	2	8	25	2	48
1A	map00572	Arabinogalactan biosynthesis - Mycobacterium	94	3	13	23.08	3	47
3A	map04723	Retrograde endocannabinoid signaling	94	7	119	5.88	7	47
3A	map04820	Cytoskeleton in muscle cells	94	2	156	1.28	2	47
13A	map00603	Glycosphingolipid biosynthesis - globo and isoglobo series	94	3	16	18.75	3	47
14A	map00946	Degradation of flavonoids	94	4	21	19.05	4	47
14A	map04924	Renin secretion	94	1	50	2	1	47
14A	map05410	Hypertrophic cardiomyopathy	94	1	87	1.15	1	47
42A	map00440	Phosphonate and phosphinate metabolism	94	13	47	27.66	13	47
46A	map00405	Phenazine biosynthesis	94	4	16	25	4	47
47A	map00633	Nitrotoluene degradation	94	11	23	47.83	11	47
1A	map00960	"Tropane, piperidine and pyridine alkaloid biosynthesis"	92	4	40	10	4	46
5A	map04080	Neuroactive ligand-receptor interaction	92	3	332	0.9	3	46
42A	map01051	Biosynthesis of ansamycins	92	1	32	3.12	1	46
42A	map01057	Biosynthesis of type II polyketide products	92	2	73	2.74	2	46
47A	map04979	Cholesterol metabolism	92	1	51	1.96	1	46
47A	map04113	Meiosis - yeast	92	2	103	1.94	2	46
49A	map00908	Zeatin biosynthesis	92	1	10	10	1	46
49A	map00950	Isoquinoline alkaloid biosynthesis	92	5	63	7.94	5	46
1A	map00590	Arachidonic acid metabolism	90	4	51	7.84	4	45
3A	map05162	Measles	90	4	114	3.51	4	45
3A	map05169	Epstein-Barr virus infection	90	5	173	2.89	5	45
5A	map00523	Polyketide sugar unit biosynthesis	90	5	59	8.47	5	45
13A	map05205	Proteoglycans in cancer	90	2	166	1.2	2	45
46A	map00401	Novobiocin biosynthesis	90	7	30	23.33	7	45
46A	map00625	Chloroalkane and chloroalkene degradation	90	10	43	23.26	10	45
47A	map00310	Lysine degradation	90	10	99	10.1	10	45
1A	map00566	Sulfoquinovose metabolism	88	11	49	22.45	11	44
3A	map00960	"Tropane, piperidine and pyridine alkaloid biosynthesis"	88	6	40	15	6	44
3A	map00525	Acarbose and validamycin biosynthesis	88	2	27	7.41	2	44
3A	map04382	Cornified envelope formation	88	6	88	6.82	6	44
3A	map05164	Influenza A	88	3	128	2.34	3	44
3A	map05161	Hepatitis B	88	2	132	1.52	2	44
5A	map00053	Ascorbate and aldarate metabolism	88	11	63	17.46	11	44
14A	map00960	"Tropane, piperidine and pyridine alkaloid biosynthesis"	88	6	40	15	6	44
46A	map00440	Phosphonate and phosphinate metabolism	88	10	47	21.28	10	44
47A	map00333	Prodigiosin biosynthesis	88	3	21	14.29	3	44
49A	map01057	Biosynthesis of type II polyketide products	88	2	73	2.74	2	44
1A	map00591	Linoleic acid metabolism	86	3	27	11.11	3	43
3A	map05160	Hepatitis C	86	2	109	1.83	2	43
3A	map01057	Biosynthesis of type II polyketide products	86	1	73	1.37	1	43
3A	map05168	Herpes simplex virus 1 infection	86	2	147	1.36	2	43
5A	map04979	Cholesterol metabolism	86	1	51	1.96	1	43
13A	map00572	Arabinogalactan biosynthesis - Mycobacterium	86	5	13	38.46	5	43
14A	map00525	Acarbose and validamycin biosynthesis	86	2	27	7.41	2	43
46A	map00525	Acarbose and validamycin biosynthesis	86	2	27	7.41	2	43
46A	map01051	Biosynthesis of ansamycins	86	2	32	6.25	2	43
47A	map00984	Steroid degradation	86	13	43	30.23	13	43
49A	map03050	Proteasome	86	9	49	18.37	9	43
49A	map04978	Mineral absorption	86	4	36	11.11	4	43
1A	map00965	Betalain biosynthesis	84	2	8	25	2	42
3A	map00590	Arachidonic acid metabolism	84	4	51	7.84	4	42
3A	map05416	Viral myocarditis	84	2	47	4.26	2	42
3A	map04115	p53 signaling pathway	84	2	69	2.9	2	42
3A	map05170	Human immunodeficiency virus 1 infection	84	2	164	1.22	2	42
5A	map00333	Prodigiosin biosynthesis	84	3	21	14.29	3	42
13A	map00950	Isoquinoline alkaloid biosynthesis	84	7	63	11.11	7	42
13A	map00510	N-Glycan biosynthesis	84	4	50	8	4	42
13A	map00525	Acarbose and validamycin biosynthesis	84	2	27	7.41	2	42
14A	map00624	Polycyclic aromatic hydrocarbon degradation	84	7	43	16.28	7	42
14A	map05205	Proteoglycans in cancer	84	3	166	1.81	3	42
47A	map00405	Phenazine biosynthesis	84	4	16	25	4	42
49A	map00510	N-Glycan biosynthesis	84	6	50	12	6	42
1A	map00332	Carbapenem biosynthesis	82	2	21	9.52	2	41
3A	map00930	Caprolactam degradation	82	5	22	22.73	5	41
3A	map00591	Linoleic acid metabolism	82	3	27	11.11	3	41
3A	map04215	Apoptosis - multiple species	82	1	40	2.5	1	41
3A	map05210	Colorectal cancer	82	1	72	1.39	1	41
3A	map05222	Small cell lung cancer	82	1	74	1.35	1	41
3A	map05145	Toxoplasmosis	82	1	95	1.05	1	41
3A	map05167	Kaposi sarcoma-associated herpesvirus infection	82	1	168	0.6	1	41
3A	map05163	Human cytomegalovirus infection	82	1	193	0.52	1	41
5A	map00440	Phosphonate and phosphinate metabolism	82	13	47	27.66	13	41
5A	map00405	Phenazine biosynthesis	82	3	16	18.75	3	41
5A	map04382	Cornified envelope formation	82	6	88	6.82	6	41
5A	map04920	Adipocytokine signaling pathway	82	2	54	3.7	2	41
13A	map00332	Carbapenem biosynthesis	82	2	21	9.52	2	41
14A	map00592	alpha-Linolenic acid metabolism	82	5	26	19.23	5	41
42A	map03450	Non-homologous end-joining	82	3	19	15.79	3	41
46A	map04138	Autophagy - yeast	82	15	82	18.29	15	41
47A	map00053	Ascorbate and aldarate metabolism	82	9	63	14.29	9	41
49A	map05205	Proteoglycans in cancer	82	2	166	1.2	2	41
1A	map00363	Bisphenol degradation	80	1	2	50	1	40
1A	map01057	Biosynthesis of type II polyketide products	80	1	73	1.37	1	40
14A	map00513	Various types of N-glycan biosynthesis	80	6	56	10.71	6	40
47A	map03450	Non-homologous end-joining	80	2	19	10.53	2	40
49A	map00590	Arachidonic acid metabolism	80	5	51	9.8	5	40
5A	map00625	Chloroalkane and chloroalkene degradation	78	7	43	16.28	7	39
49A	map05034	Alcoholism	78	6	86	6.98	6	39
1A	map00903	Limonene degradation	76	4	9	44.44	4	38
1A	map04216	Ferroptosis	76	2	33	6.06	2	38
14A	map00791	Atrazine degradation	76	10	20	50	10	38
42A	map00592	alpha-Linolenic acid metabolism	76	4	26	15.38	4	38
42A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	76	2	58	3.45	2	38
46A	map00960	"Tropane, piperidine and pyridine alkaloid biosynthesis"	76	4	40	10	4	38
47A	map05206	MicroRNAs in cancer	76	2	222	0.9	2	38
49A	map00591	Linoleic acid metabolism	76	3	27	11.11	3	38
3A	map05205	Proteoglycans in cancer	74	2	166	1.2	2	37
13A	map00513	Various types of N-glycan biosynthesis	74	2	56	3.57	2	37
14A	map00510	N-Glycan biosynthesis	74	10	50	20	10	37
42A	map00566	Sulfoquinovose metabolism	74	11	49	22.45	11	37
42A	map04723	Retrograde endocannabinoid signaling	74	11	119	9.24	11	37
42A	map04820	Cytoskeleton in muscle cells	74	1	156	0.64	1	37
46A	map00965	Betalain biosynthesis	74	3	8	37.5	3	37
46A	map05034	Alcoholism	74	6	86	6.98	6	37
47A	map04723	Retrograde endocannabinoid signaling	74	7	119	5.88	7	37
47A	map04920	Adipocytokine signaling pathway	74	2	54	3.7	2	37
49A	map00363	Bisphenol degradation	74	2	2	100	2	37
3A	map00572	Arabinogalactan biosynthesis - Mycobacterium	72	3	13	23.08	3	36
3A	map05206	MicroRNAs in cancer	72	1	222	0.45	1	36
13A	map04216	Ferroptosis	72	2	33	6.06	2	36
13A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	72	3	58	5.17	3	36
13A	map01054	Nonribosomal peptide structures	72	1	66	1.52	1	36
14A	map01057	Biosynthesis of type II polyketide products	72	3	73	4.11	3	36
47A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	72	1	58	1.72	1	36
3A	map00566	Sulfoquinovose metabolism	70	7	49	14.29	7	35
13A	map00830	Retinol metabolism	70	5	50	10	5	35
13A	map00908	Zeatin biosynthesis	70	1	10	10	1	35
13A	map00906	Carotenoid biosynthesis	70	6	61	9.84	6	35
13A	map05133	Pertussis	70	7	79	8.86	7	35
13A	map04978	Mineral absorption	70	3	36	8.33	3	35
13A	map04138	Autophagy - yeast	70	2	82	2.44	2	35
14A	map04138	Autophagy - yeast	70	11	82	13.41	11	35
14A	map00906	Carotenoid biosynthesis	70	5	61	8.2	5	35
14A	map00604	Glycosphingolipid biosynthesis - ganglio series	70	1	14	7.14	1	35
14A	map04917	Prolactin signaling pathway	70	2	57	3.51	2	35
46A	map00566	Sulfoquinovose metabolism	70	9	49	18.37	9	35
46A	map00332	Carbapenem biosynthesis	70	2	21	9.52	2	35
1A	map00908	Zeatin biosynthesis	68	1	10	10	1	34
1A	map05143	African trypanosomiasis	68	3	41	7.32	3	34
1A	map04138	Autophagy - yeast	68	1	82	1.22	1	34
3A	map00950	Isoquinoline alkaloid biosynthesis	68	5	63	7.94	5	34
3A	map04138	Autophagy - yeast	68	3	82	3.66	3	34
5A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	68	1	58	1.72	1	34
13A	map00311	Penicillin and cephalosporin biosynthesis	68	5	16	31.25	5	34
14A	map04978	Mineral absorption	68	4	36	11.11	4	34
14A	map04382	Cornified envelope formation	68	7	88	7.95	7	34
14A	map04920	Adipocytokine signaling pathway	68	2	54	3.7	2	34
46A	map01057	Biosynthesis of type II polyketide products	68	1	73	1.37	1	34
47A	map04382	Cornified envelope formation	68	5	88	5.68	5	34
49A	map05143	African trypanosomiasis	68	4	41	9.76	4	34
5A	map03450	Non-homologous end-joining	66	3	19	15.79	3	33
5A	map03022	Basal transcription factors	66	3	36	8.33	3	33
13A	map00965	Betalain biosynthesis	66	3	8	37.5	3	33
13A	map00604	Glycosphingolipid biosynthesis - ganglio series	66	1	14	7.14	1	33
13A	map01057	Biosynthesis of type II polyketide products	66	4	73	5.48	4	33
14A	map00965	Betalain biosynthesis	66	2	8	25	2	33
14A	map00332	Carbapenem biosynthesis	66	2	21	9.52	2	33
42A	map00966	Glucosinolate biosynthesis	66	2	21	9.52	2	33
42A	map04138	Autophagy - yeast	66	3	82	3.66	3	33
46A	map05322	Systemic lupus erythematosus	66	8	45	17.78	8	33
13A	map00633	Nitrotoluene degradation	64	12	23	52.17	12	32
14A	map00311	Penicillin and cephalosporin biosynthesis	64	6	16	37.5	6	32
14A	map05133	Pertussis	64	6	79	7.59	6	32
14A	map00524	"Neomycin, kanamycin and gentamicin biosynthesis"	64	3	58	5.17	3	32
42A	map04382	Cornified envelope formation	64	3	88	3.41	3	32
46A	map00572	Arabinogalactan biosynthesis - Mycobacterium	64	5	13	38.46	5	32
47A	map00363	Bisphenol degradation	64	1	2	50	1	32
47A	map00523	Polyketide sugar unit biosynthesis	64	4	59	6.78	4	32
1A	map04978	Mineral absorption	62	3	36	8.33	3	31
1A	map00950	Isoquinoline alkaloid biosynthesis	62	5	63	7.94	5	31
3A	map00965	Betalain biosynthesis	62	2	8	25	2	31
5A	map04138	Autophagy - yeast	62	2	82	2.44	2	31
5A	map05206	MicroRNAs in cancer	62	2	222	0.9	2	31
13A	map04137	Mitophagy - animal	62	4	84	4.76	4	31
14A	map04110	Cell cycle	62	9	133	6.77	9	31
42A	map00401	Novobiocin biosynthesis	62	6	30	20	6	31
42A	map00565	Ether lipid metabolism	62	6	31	19.35	6	31
46A	map04382	Cornified envelope formation	62	8	88	9.09	8	31
47A	map00625	Chloroalkane and chloroalkene degradation	62	6	43	13.95	6	31
1A	map03050	Proteasome	60	4	49	8.16	4	30
5A	map00966	Glucosinolate biosynthesis	60	2	21	9.52	2	30
5A	map01051	Biosynthesis of ansamycins	60	1	32	3.12	1	30
14A	map00903	Limonene degradation	60	4	9	44.44	4	30
46A	map00930	Caprolactam degradation	60	5	22	22.73	5	30
47A	map04820	Cytoskeleton in muscle cells	60	1	156	0.64	1	30
49A	map04071	Sphingolipid signaling pathway	60	5	84	5.95	5	30
1A	map05205	Proteoglycans in cancer	58	2	166	1.2	2	29
3A	map00908	Zeatin biosynthesis	58	1	10	10	1	29
13A	map01059	Biosynthesis of enediyne antibiotics	58	6	73	8.22	6	29
13A	map03050	Proteasome	58	4	49	8.16	4	29
13A	map00642	Ethylbenzene degradation	58	1	16	6.25	1	29
14A	map03050	Proteasome	58	8	49	16.33	8	29
14A	map04216	Ferroptosis	58	3	33	9.09	3	29
14A	map00950	Isoquinoline alkaloid biosynthesis	58	5	63	7.94	5	29
42A	map00363	Bisphenol degradation	58	1	2	50	1	29
42A	map05206	MicroRNAs in cancer	58	3	222	1.35	3	29
46A	map03022	Basal transcription factors	58	11	36	30.56	11	29
1A	map00571	Lipoarabinomannan (LAM) biosynthesis	56	9	14	64.29	9	28
5A	map04820	Cytoskeleton in muscle cells	56	1	156	0.64	1	28
13A	map00571	Lipoarabinomannan (LAM) biosynthesis	56	7	14	50	7	28
13A	map00626	Naphthalene degradation	56	4	29	13.79	4	28
13A	map05034	Alcoholism	56	6	86	6.98	6	28
14A	map04137	Mitophagy - animal	56	9	84	10.71	9	28
14A	map00908	Zeatin biosynthesis	56	1	10	10	1	28
46A	map00908	Zeatin biosynthesis	56	2	10	20	2	28
46A	map00950	Isoquinoline alkaloid biosynthesis	56	5	63	7.94	5	28
46A	map04613	Neutrophil extracellular trap formation	56	5	90	5.56	5	28
46A	map05206	MicroRNAs in cancer	56	2	222	0.9	2	28
47A	map05143	African trypanosomiasis	56	4	41	9.76	4	28
49A	map00311	Penicillin and cephalosporin biosynthesis	56	5	16	31.25	5	28
49A	map00830	Retinol metabolism	56	4	50	8	4	28
3A	map00332	Carbapenem biosynthesis	54	2	21	9.52	2	27
3A	map05143	African trypanosomiasis	54	3	41	7.32	3	27
3A	map04216	Ferroptosis	54	2	33	6.06	2	27
13A	map04975	Fat digestion and absorption	54	2	28	7.14	2	27
13A	map04979	Cholesterol metabolism	54	1	51	1.96	1	27
13A	map04080	Neuroactive ligand-receptor interaction	54	1	332	0.3	1	27
14A	map00572	Arabinogalactan biosynthesis - Mycobacterium	54	4	13	30.77	4	27
14A	map04979	Cholesterol metabolism	54	2	51	3.92	2	27
42A	map00960	"Tropane, piperidine and pyridine alkaloid biosynthesis"	54	5	40	12.5	5	27
46A	map00903	Limonene degradation	54	4	9	44.44	4	27
47A	map05322	Systemic lupus erythematosus	54	6	45	13.33	6	27
49A	map00975	Biosynthesis of various siderophores	54	4	41	9.76	4	27
1A	map03022	Basal transcription factors	52	3	36	8.33	3	26
1A	map04071	Sphingolipid signaling pathway	52	5	84	5.95	5	26
13A	map04110	Cell cycle	52	5	133	3.76	5	26
14A	map00633	Nitrotoluene degradation	52	12	23	52.17	12	26
14A	map05322	Systemic lupus erythematosus	52	7	45	15.56	7	26
14A	map04080	Neuroactive ligand-receptor interaction	52	1	332	0.3	1	26
46A	map03050	Proteasome	52	14	49	28.57	14	26
46A	map04137	Mitophagy - animal	52	10	84	11.9	10	26
46A	map05205	Proteoglycans in cancer	52	2	166	1.2	2	26
47A	map00565	Ether lipid metabolism	52	6	31	19.35	6	26
49A	map03022	Basal transcription factors	52	8	36	22.22	8	26
3A	map03022	Basal transcription factors	50	5	36	13.89	5	25
3A	map05034	Alcoholism	50	6	86	6.98	6	25
5A	map00565	Ether lipid metabolism	50	5	31	16.13	5	25
13A	map00903	Limonene degradation	50	4	9	44.44	4	25
13A	map04928	"Parathyroid hormone synthesis, secretion and action"	50	3	89	3.37	3	25
14A	map01054	Nonribosomal peptide structures	50	1	66	1.52	1	25
42A	map00965	Betalain biosynthesis	50	2	8	25	2	25
42A	map00572	Arabinogalactan biosynthesis - Mycobacterium	50	2	13	15.38	2	25
42A	map05322	Systemic lupus erythematosus	50	6	45	13.33	6	25
42A	map00908	Zeatin biosynthesis	50	1	10	10	1	25
42A	map00590	Arachidonic acid metabolism	50	3	51	5.88	3	25
46A	map04978	Mineral absorption	50	4	36	11.11	4	25
49A	map05322	Systemic lupus erythematosus	50	6	45	13.33	6	25
49A	map04728	Dopaminergic synapse	50	4	84	4.76	4	25
1A	map00906	Carotenoid biosynthesis	48	6	61	9.84	6	24
1A	map00510	N-Glycan biosynthesis	48	4	50	8	4	24
1A	map00830	Retinol metabolism	48	4	50	8	4	24
3A	map00510	N-Glycan biosynthesis	48	8	50	16	8	24
